src_ip,dst_ip,Src Port,Dst Port,Protocol,Timestamp,Flow Duration,Flow Byts/s,Flow Pkts/s,Fwd Pkts/s,Bwd Pkts/s,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Pkt Len Max,Pkt Len Min,Pkt Len Mean,Pkt Len Std,Pkt Len Var,Fwd Header Len,Bwd Header Len,Fwd Seg Size Min,Fwd Act Data Pkts,Flow IAT Mean,Flow IAT Max,Flow IAT Min,Flow IAT Std,Fwd IAT Tot,Fwd IAT Max,Fwd IAT Min,Fwd IAT Mean,Fwd IAT Std,Bwd IAT Tot,Bwd IAT Max,Bwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Init Fwd Win Byts,Init Bwd Win Byts,Active Max,Active Min,Active Mean,Active Std,Idle Max,Idle Min,Idle Mean,Idle Std,Fwd Byts/b Avg,Fwd Pkts/b Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Blk Rate Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,CWE Flag Count,Subflow Fwd Pkts,Subflow Bwd Pkts,Subflow Fwd Byts,Subflow Bwd Byts,Label
127.0.0.1,127.0.0.1,12656,20000,6,2026-05-12 07:20:58,0.88389,12149.701885981289,187.80617497652423,95.0344499881207,92.77172498840352,84,82,5488,5251,77,56,65.33333333333333,9.341832864585047,73,44,64.03658536585365,8.683380708882664,77,44,64.69277108433735,9.045844191692044,81.8272971403687,1680,1640,20,41,0.005356909090909,0.028209,0.0,0.0095337799084754,0.8837810000000001,0.028209,0.0,0.0106479638554216,0.0111527690153404,0.8837309999999999,0.028456,8e-05,0.0109102592592592,0.011280224710766,41,39,0,0,1,3,1,80,163,0,0,0.9761904761904762,64.69277108433735,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.33333333333333,64.03658536585365,0,84,82,5488,5251,DNP3_COMMAND_INJECTION
127.0.0.1,127.0.0.1,57506,20000,6,2026-05-12 07:27:31,0.001083,676823.6380424746,11080.3324099723,6463.527239150508,4616.805170821792,7,5,428,305,76,56,61.142857142857146,6.998542122237651,73,56,61.0,6.752777206453653,76,56,61.083333333333336,6.897563982225094,47.57638888888889,140,100,20,1,9.845454545454544e-05,0.000317,0.0,8.251761645123658e-05,0.001083,0.000528,0.0,0.0001805,0.0001701643813101,0.0009559999999999,0.000317,0.000146,0.0002389999999999,7.871785058041156e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,61.083333333333336,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.142857142857146,61.0,0,7,5,428,305,DNP3_INFO
127.0.0.1,127.0.0.1,14598,20000,6,2026-05-12 07:27:38,0.000557,1080789.946140036,17953.321364452426,10771.992818671455,7181.32854578097,6,4,370,232,74,56,61.66666666666666,6.574360974438674,64,56,58.0,3.4641016151377544,74,56,60.2,5.8275209137333865,33.96,120,80,20,1,6.188888888888889e-05,0.000155,0.0,4.5821985127094334e-05,0.00053,0.000203,0.0,0.000106,8.036168241145776e-05,0.000402,0.000165,0.000116,0.000134,2.2015146301277823e-05,1,0,0,0,2,3,0,1,8,0,0,0.6666666666666666,60.2,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.66666666666666,58.0,0,6,4,370,232,DNP3_INFO
127.0.0.1,127.0.0.1,12202,20000,6,2026-05-12 07:26:31,0.000591,1236886.632825719,20304.56852791878,11844.331641285957,8460.236886632825,7,5,426,305,74,56,60.85714285714285,6.401530429259451,73,56,61.0,6.752777206453653,74,56,60.91666666666666,6.550551291473277,42.90972222222222,140,100,20,1,5.372727272727272e-05,0.000184,0.0,5.001107315401789e-05,0.0005909999999999,0.000318,0.0,9.85e-05,0.0001088435421449,0.0004649999999999,0.000184,1.7e-05,0.0001162499999999,6.288630614052633e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,60.91666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.85714285714285,61.0,0,7,5,426,305,DNP3_INFO
127.0.0.1,127.0.0.1,60189,20000,6,2026-05-12 07:28:16,0.000553,1321880.6509945751,21699.8191681736,12658.227848101264,9041.591320072332,7,5,426,305,74,56,60.85714285714285,6.401530429259451,73,56,61.0,6.752777206453653,74,56,60.91666666666666,6.550551291473277,42.90972222222222,140,100,20,1,5.027272727272727e-05,0.000187,0.0,4.858748606022843e-05,0.000553,0.000238,0.0,9.216666666666668e-05,7.433352017913738e-05,0.0004379999999999,0.000187,3.3e-05,0.0001094999999999,5.4490824915759895e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,60.91666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.85714285714285,61.0,0,7,5,426,305,DNP3_INFO
127.0.0.1,127.0.0.1,61206,20000,6,2026-05-12 07:19:00,0.436164,24027.65932080593,371.4199246155116,188.00267789180216,183.41724672370944,82,80,5358,5122,77,56,65.34146341463415,9.338119505938982,73,44,64.025,8.68759892030013,77,44,64.69135802469135,9.04671275856683,81.84301173601585,1640,1600,20,40,0.0027090931677018,0.01448,0.0,0.0046698970020711,0.4361249999999999,0.01448,0.0,0.0053842592592592,0.0053832994879747,0.435931,0.014628,0.000126,0.0055181139240506,0.005511727177636,40,38,0,0,1,3,1,78,159,0,0,0.975609756097561,64.69135802469135,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.34146341463415,64.025,0,82,80,5358,5122,DNP3_COMMAND_INJECTION
127.0.0.1,127.0.0.1,41451,20000,6,2026-05-12 07:26:14,0.000593,1232715.008431703,20236.087689713324,11804.384485666104,8431.703204047217,7,5,426,305,74,56,60.85714285714285,6.401530429259451,73,56,61.0,6.752777206453653,74,56,60.91666666666666,6.550551291473277,42.90972222222222,140,100,20,1,5.3909090909090905e-05,0.000188,0.0,5.2318004106798726e-05,0.000593,0.000247,0.0,9.883333333333331e-05,8.375045605182631e-05,0.000445,0.000188,1.7e-05,0.00011125,6.134889974563521e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,60.91666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.85714285714285,61.0,0,7,5,426,305,DNP3_INFO
127.0.0.1,127.0.0.1,52580,20000,6,2026-05-12 07:30:55,0.002777,313287.7205617573,5041.411595246669,2880.8066258552394,2160.6049693914297,8,6,521,349,77,56,65.125,8.298154915401375,73,44,58.16666666666666,8.839620404117413,77,44,62.142857142857146,9.202927661946518,84.6938775510204,160,120,20,3,0.0002136153846153,0.001075,0.0,0.0003385181595995,0.002704,0.001075,0.0,0.0003862857142857,0.0003983242449081,0.002677,0.001171,0.000119,0.0005354,0.0004707256525833,3,1,0,0,1,3,1,4,11,0,0,0.75,62.142857142857146,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.125,58.16666666666666,0,8,6,521,349,REPLAY
127.0.0.1,127.0.0.1,25456,20000,6,2026-05-12 07:26:54,0.000552,1090579.7101449275,18115.942028985508,10869.565217391304,7246.376811594203,6,4,370,232,74,56,61.66666666666666,6.574360974438674,64,56,58.0,3.4641016151377544,74,56,60.2,5.8275209137333865,33.96,120,80,20,1,6.133333333333334e-05,0.000188,0.0,6.0354508254700125e-05,0.0005239999999999,0.000226,0.0,0.0001047999999999,7.672652735527654e-05,0.0004849999999999,0.000192,0.000105,0.0001616666666666,4.0102646075068685e-05,1,0,0,0,2,3,0,1,8,0,0,0.6666666666666666,60.2,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.66666666666666,58.0,0,6,4,370,232,DNP3_INFO
127.0.0.1,127.0.0.1,2089,20000,6,2026-05-12 07:12:37,0.353966,14959.06386489098,231.66066797376016,118.65546408412108,113.00520388963912,42,40,2753,2542,77,56,65.54761904761905,9.437015218586206,73,44,63.55,8.84576169699365,77,44,64.57317073170732,9.2076724208605,84.78123140987506,840,800,20,20,0.0043699506172839,0.022808,0.0,0.0077982515069381,0.353924,0.022808,0.0,0.0086322926829268,0.0091314543608126,0.3538329999999999,0.0231,8.4e-05,0.009072641025641,0.0093008191657073,20,18,0,0,1,3,1,38,79,0,0,0.9523809523809524,64.57317073170732,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.54761904761905,63.55,0,42,40,2753,2542,NORMAL
127.0.0.1,127.0.0.1,3450,20000,6,2026-05-12 07:32:23,0.905554,5847.249308158321,90.5523027892318,46.38044777009433,44.17185501913746,42,40,2753,2542,77,56,65.54761904761905,9.437015218586206,73,44,63.55,8.84576169699365,77,44,64.57317073170732,9.2076724208605,84.78123140987506,840,800,20,20,0.0111796790123456,0.035651,0.0,0.0125601950797022,0.905449,0.035651,0.0,0.0220841219512195,0.0086441011133777,0.905458,0.035901,0.000148,0.0232168717948717,0.0073169049999597,20,18,0,0,1,3,1,38,79,0,0,0.9523809523809524,64.57317073170732,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.54761904761905,63.55,0,42,40,2753,2542,ARP_POISONING
127.0.0.1,127.0.0.1,30415,20000,6,2026-05-12 07:27:03,0.000636,1149371.06918239,18867.924528301886,11006.2893081761,7861.635220125787,7,5,426,305,74,56,60.85714285714285,6.401530429259451,73,56,61.0,6.752777206453653,74,56,60.91666666666666,6.550551291473277,42.90972222222222,140,100,20,1,5.7818181818181815e-05,0.000353,0.0,9.486144746352984e-05,0.000636,0.000397,0.0,0.0001059999999999,0.0001335564799376,0.000557,0.000353,5.2e-05,0.00013925,0.000123829267542,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,60.91666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.85714285714285,61.0,0,7,5,426,305,DNP3_INFO
127.0.0.1,127.0.0.1,32674,20000,6,2026-05-12 07:18:14,0.693634,10253.24594815133,158.58507512607514,80.7342200641837,77.85085506189144,56,54,3667,3445,77,56,65.48214285714286,9.44153262268929,73,44,63.7962962962963,8.767320697254366,77,44,64.65454545454546,9.155660309474095,83.82611570247931,1120,1080,20,27,0.006363614678899,0.033222,0.0,0.0113632061810878,0.6935359999999999,0.033222,0.0,0.0126097454545454,0.0133107488351853,0.693497,0.033286,7.3e-05,0.0130848490566037,0.013457922455097,27,25,0,0,1,3,1,52,107,0,0,0.9642857142857144,64.65454545454546,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.48214285714286,63.7962962962963,0,56,54,3667,3445,DNP3_COMMAND_INJECTION
127.0.0.1,127.0.0.1,32285,20000,6,2026-05-12 07:27:58,0.000426,1413145.5399061034,23474.17840375587,14084.50704225352,9389.671361502347,6,4,370,232,74,56,61.66666666666666,6.574360974438674,64,56,58.0,3.4641016151377544,74,56,60.2,5.8275209137333865,33.96,120,80,20,1,4.7333333333333336e-05,0.000225,0.0,6.535373831014651e-05,0.000412,0.000256,0.0,8.240000000000001e-05,9.178801664705476e-05,0.000362,0.000225,5.6e-05,0.0001206666666666,7.447743879114593e-05,1,0,0,0,2,3,0,1,8,0,0,0.6666666666666666,60.2,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.66666666666666,58.0,0,6,4,370,232,DNP3_INFO
127.0.0.1,127.0.0.1,53535,20000,6,2026-05-12 07:26:29,0.000367,1991825.6130790191,32697.54768392371,19073.56948228883,13623.978201634878,7,5,426,305,74,56,60.85714285714285,6.401530429259451,73,56,61.0,6.752777206453653,74,56,60.91666666666666,6.550551291473277,42.90972222222222,140,100,20,1,3.336363636363636e-05,0.000184,0.0,4.8789478611074495e-05,0.000367,0.00021,0.0,6.116666666666667e-05,6.979354475084991e-05,0.000312,0.000184,1.7e-05,7.8e-05,6.323369355019522e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,60.91666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.85714285714285,61.0,0,7,5,426,305,DNP3_INFO
127.0.0.1,127.0.0.1,21634,20000,6,2026-05-12 07:27:08,0.000496,1473790.322580645,24193.548387096773,14112.90322580645,10080.645161290322,7,5,426,305,74,56,60.85714285714285,6.401530429259451,73,56,61.0,6.752777206453653,74,56,60.91666666666666,6.550551291473277,42.90972222222222,140,100,20,1,4.5090909090909095e-05,0.000143,0.0,3.9497881520761326e-05,0.0004959999999999,0.000222,0.0,8.266666666666665e-05,7.009438081773905e-05,0.0004039999999999,0.00015,2e-05,0.0001009999999999,5.202403290787826e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,60.91666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.85714285714285,61.0,0,7,5,426,305,DNP3_INFO
127.0.0.1,127.0.0.1,24905,20000,6,2026-05-12 07:27:11,0.000507,1441814.5956607496,23668.63905325444,13806.706114398425,9861.932938856016,7,5,426,305,74,56,60.85714285714285,6.401530429259451,73,56,61.0,6.752777206453653,74,56,60.91666666666666,6.550551291473277,42.90972222222222,140,100,20,1,4.6090909090909086e-05,9.8e-05,0.0,3.387531830230743e-05,0.000507,0.000156,0.0,8.450000000000001e-05,5.034133490482747e-05,0.000383,0.000165,4.7e-05,9.575e-05,4.3482036520843866e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,60.91666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.85714285714285,61.0,0,7,5,426,305,DNP3_INFO
127.0.0.1,127.0.0.1,25130,20000,6,2026-05-12 07:27:42,0.000628,1167197.4522292991,19108.28025477707,11146.496815286624,7961.783439490446,7,5,428,305,76,56,61.142857142857146,6.998542122237651,73,56,61.0,6.752777206453653,76,56,61.083333333333336,6.897563982225094,47.57638888888889,140,100,20,1,5.709090909090909e-05,0.000225,0.0,5.706050145631636e-05,0.000628,0.000296,0.0,0.0001046666666666,9.520795951786571e-05,0.00049,0.000225,1.9e-05,0.0001225,7.511824012848011e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,61.083333333333336,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.142857142857146,61.0,0,7,5,428,305,DNP3_INFO
127.0.0.1,127.0.0.1,45609,20000,6,2026-05-12 07:28:31,0.000307,2332247.5570032573,39087.94788273616,22801.30293159609,16286.644951140066,7,5,418,298,66,56,59.71428571428572,4.333071682315172,66,56,59.6,4.454211490264017,66,56,59.66666666666666,4.384315479321969,19.222222222222225,140,100,20,1,2.7909090909090917e-05,0.000137,0.0,3.5813797608932146e-05,0.000307,0.000164,0.0,5.116666666666667e-05,5.345221126285505e-05,0.000258,0.000137,2e-05,6.45e-05,4.3740713300082335e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,59.66666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.71428571428572,59.6,0,7,5,418,298,DNP3_ENUMERATE
127.0.0.1,127.0.0.1,49072,20000,6,2026-05-12 07:21:46,0.481442,23404.68841521928,361.4142513532264,182.78421907519493,178.63003227803142,88,86,5759,5509,77,56,65.44318181818181,9.448253752251905,73,44,64.05813953488372,8.675486248905509,77,44,64.75862068965517,9.100922672993208,82.82679349980182,1760,1720,20,43,0.002782901734104,0.014262,0.0,0.0048228757325255,0.481346,0.014262,0.0,0.0055327126436781,0.0055744307330781,0.481349,0.014435,0.000111,0.0056629294117647,0.0056988714007315,43,41,0,0,1,3,1,84,171,0,0,0.9772727272727272,64.75862068965517,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.44318181818181,64.05813953488372,0,88,86,5759,5509,DNP3_COMMAND_INJECTION
127.0.0.1,127.0.0.1,37768,20000,6,2026-05-12 07:30:54,0.027745,251036.22274283651,3892.593260046856,1982.339160209047,1910.2540998378088,55,53,3564,3401,77,56,64.8,9.209481280427548,73,56,64.16981132075472,8.413232724111495,77,56,64.49074074074075,8.833328480470755,78.02769204389575,1100,1060,20,25,0.0002592990654205,0.001072,0.0,0.000408240176123,0.027745,0.001072,0.0,0.0005137962962962,0.000450143079296,0.027637,0.001097,3.2e-05,0.0005314807692307,0.0004861122650639,25,25,0,0,2,3,0,50,106,0,0,0.9636363636363636,64.49074074074075,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8,64.16981132075472,0,55,53,3564,3401,REPLAY
127.0.0.1,127.0.0.1,61110,20000,6,2026-05-12 07:26:57,0.000524,1395038.1679389311,22900.763358778622,13358.778625954195,9541.984732824429,7,5,426,305,74,56,60.85714285714285,6.401530429259451,73,56,61.0,6.752777206453653,74,56,60.91666666666666,6.550551291473277,42.90972222222222,140,100,20,1,4.763636363636363e-05,0.000132,0.0,3.378077109640585e-05,0.000524,0.000172,0.0,8.733333333333335e-05,5.665588132655682e-05,0.0004399999999999,0.000217,2.6e-05,0.0001099999999999,6.876408946535976e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,60.91666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.85714285714285,61.0,0,7,5,426,305,DNP3_INFO
127.0.0.1,127.0.0.1,26505,20000,6,2026-05-12 07:22:42,0.435202,26493.444423509085,409.0054733204351,206.80052021819756,202.2049531022376,90,88,5892,5638,77,56,65.46666666666667,9.463614531456784,73,44,64.06818181818181,8.671787399043804,77,44,64.7752808988764,9.107661682648857,82.94950132559019,1800,1760,20,44,0.0024587683615819,0.012834,0.0,0.0041844849884615,0.435093,0.012834,0.0,0.0048886853932584,0.0047946003748962,0.435125,0.012997,9.3e-05,0.0050014367816091,0.0049273436962704,44,42,0,0,1,3,1,86,175,0,0,0.9777777777777776,64.7752808988764,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.46666666666667,64.06818181818181,0,90,88,5892,5638,DNP3_COMMAND_INJECTION
127.0.0.1,127.0.0.1,21868,20000,6,2026-05-12 07:28:02,0.000378,1592592.5925925926,26455.02645502645,15873.015873015873,10582.010582010582,6,4,370,232,74,56,61.66666666666666,6.574360974438674,64,56,58.0,3.4641016151377544,74,56,60.2,5.8275209137333865,33.96,120,80,20,1,4.2e-05,0.000218,0.0,6.50213640104372e-05,0.00037,0.000243,0.0,7.4e-05,8.981091247727082e-05,0.000308,0.000218,4e-05,0.0001026666666666,8.165510122188054e-05,1,0,0,0,2,3,0,1,8,0,0,0.6666666666666666,60.2,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.66666666666666,58.0,0,6,4,370,232,DNP3_INFO
127.0.0.1,127.0.0.1,24471,20000,6,2026-05-12 07:26:41,0.000986,741379.3103448277,12170.385395537529,7099.391480730224,5070.993914807303,7,5,426,305,74,56,60.85714285714285,6.401530429259451,73,56,61.0,6.752777206453653,74,56,60.91666666666666,6.550551291473277,42.90972222222222,140,100,20,1,8.963636363636365e-05,0.000364,0.0,0.0001063119532553,0.000986,0.000465,0.0,0.0001643333333333,0.0001772067217185,0.00082,0.000364,0.000106,0.000205,0.0001058536725862,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,60.91666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.85714285714285,61.0,0,7,5,426,305,DNP3_INFO
127.0.0.1,127.0.0.1,43845,20000,6,2026-05-12 07:28:31,0.000509,1406679.7642436149,23575.63850687623,13752.4557956778,9823.182711198428,7,5,418,298,66,56,59.71428571428572,4.333071682315172,66,56,59.6,4.454211490264017,66,56,59.66666666666666,4.384315479321969,19.222222222222225,140,100,20,1,4.627272727272727e-05,0.000217,0.0,6.0361171910261695e-05,0.000509,0.000336,0.0,8.483333333333334e-05,0.0001151353068736,0.000433,0.000217,2.7e-05,0.00010825,7.515109779637287e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,59.66666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.71428571428572,59.6,0,7,5,418,298,DNP3_ENUMERATE
127.0.0.1,127.0.0.1,46002,20000,6,2026-05-12 07:17:28,0.410547,10970.72929530602,170.5042297227845,87.68788957171773,82.81634015106675,36,34,2349,2155,77,56,65.25,9.145050270197778,73,44,63.38235294117647,8.894858745968182,77,44,64.34285714285714,9.072542113882042,82.31102040816324,720,680,20,17,0.0059499565217391,0.031194,0.0,0.0108570529049424,0.4104799999999999,0.031194,0.0,0.011728,0.01283167173164,0.4104730000000001,0.031314,6.4e-05,0.0124385757575757,0.0129898016198496,17,15,0,0,1,3,1,32,67,0,0,0.9444444444444444,64.34285714285714,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.25,63.38235294117647,0,36,34,2349,2155,DNP3_COMMAND_INJECTION
127.0.0.1,127.0.0.1,43370,20000,6,2026-05-12 07:26:23,0.00045,1624444.4444444445,26666.666666666668,15555.555555555557,11111.111111111111,7,5,426,305,74,56,60.85714285714285,6.401530429259451,73,56,61.0,6.752777206453653,74,56,60.91666666666666,6.550551291473277,42.90972222222222,140,100,20,1,4.090909090909092e-05,0.000213,0.0,5.626472259119797e-05,0.0004499999999999,0.000269,0.0,7.5e-05,8.989252842515148e-05,0.000379,0.000213,2.7e-05,9.475e-05,7.191792196664194e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,60.91666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.85714285714285,61.0,0,7,5,426,305,DNP3_INFO
127.0.0.1,127.0.0.1,34298,20000,6,2026-05-12 07:28:13,0.000376,1601063.829787234,26595.744680851065,15957.44680851064,10638.297872340429,6,4,370,232,74,56,61.66666666666666,6.574360974438674,64,56,58.0,3.4641016151377544,74,56,60.2,5.8275209137333865,33.96,120,80,20,1,4.177777777777778e-05,0.000186,0.0,5.382642427857607e-05,0.000363,0.000243,0.0,7.26e-05,8.90721056223552e-05,0.000322,0.000186,4.9e-05,0.0001073333333333,5.774849685393455e-05,1,0,0,0,2,3,0,1,8,0,0,0.6666666666666666,60.2,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.66666666666666,58.0,0,6,4,370,232,DNP3_INFO
127.0.0.1,127.0.0.1,1546,20000,6,2026-05-12 07:26:28,0.000781,935979.513444302,15364.916773367477,8962.868117797696,6402.048655569783,7,5,426,305,74,56,60.85714285714285,6.401530429259451,73,56,61.0,6.752777206453653,74,56,60.91666666666666,6.550551291473277,42.90972222222222,140,100,20,1,7.1e-05,0.000427,0.0,0.0001149703519094,0.000781,0.000532,0.0,0.0001301666666666,0.000181735537404,0.000718,0.000427,4.9e-05,0.0001795,0.0001488783060086,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,60.91666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.85714285714285,61.0,0,7,5,426,305,DNP3_INFO
127.0.0.1,127.0.0.1,51057,20000,6,2026-05-12 07:12:10,0.616859,9423.54735847252,145.90044078144274,74.57133639940407,71.32910438203868,46,44,3013,2800,77,56,65.5,9.401086893684615,73,44,63.63636363636363,8.819118975506127,77,44,64.58888888888889,9.16865971599199,84.06432098765431,920,880,20,22,0.006931,0.039491,0.0,0.0125010760453704,0.6167659999999999,0.039491,0.0,0.0137059111111111,0.0147059978328152,0.6167970000000002,0.039605,7.6e-05,0.0143441162790697,0.014869088790225,22,20,0,0,1,3,1,42,87,0,0,0.9565217391304348,64.58888888888889,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.5,63.63636363636363,0,46,44,3013,2800,NORMAL
127.0.0.1,127.0.0.1,41857,20000,6,2026-05-12 07:15:42,0.843702,10287.992679879864,158.82385012717762,80.5971776764782,78.22667245069943,68,66,4461,4219,77,56,65.6029411764706,9.55347135228304,73,44,63.92424242424242,8.72354981620303,77,44,64.77611940298507,9.192503265392425,84.50211628425039,1360,1320,20,33,0.0063436240601503,0.03319,0.0,0.0111879330232332,0.8435470000000003,0.03319,0.0,0.0125902537313432,0.0130337755636301,0.843643,0.03336,9.9e-05,0.012979123076923,0.0131910622975823,33,31,0,0,1,3,1,64,131,0,0,0.9705882352941176,64.77611940298507,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.6029411764706,63.92424242424242,0,68,66,4461,4219,NORMAL
127.0.0.1,127.0.0.1,23896,20000,6,2026-05-12 07:15:27,0.485502,11443.825154170325,177.13624248715763,90.62784499342948,86.50839749372814,44,42,2885,2671,77,56,65.56818181818181,9.46860296710979,73,44,63.595238095238095,8.831921334971241,77,44,64.6046511627907,9.21611211697922,84.93672255273121,880,840,20,21,0.0057117882352941,0.0315,0.0,0.0103083382789275,0.4854069999999999,0.0315,0.0,0.0112885348837209,0.0121302061455073,0.485448,0.031618,4.7e-05,0.0118401951219512,0.0123007763154171,21,19,0,0,1,3,1,40,83,0,0,0.9545454545454546,64.6046511627907,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.56818181818181,63.595238095238095,0,44,42,2885,2671,NORMAL
127.0.0.1,127.0.0.1,31704,20000,6,2026-05-12 07:28:31,0.000365,1961643.8356164384,32876.71232876713,19178.082191780824,13698.6301369863,7,5,418,298,66,56,59.71428571428572,4.333071682315172,66,56,59.6,4.454211490264017,66,56,59.66666666666666,4.384315479321969,19.222222222222225,140,100,20,1,3.318181818181818e-05,0.000149,0.0,4.103616627011788e-05,0.000365,0.000169,0.0,6.083333333333333e-05,5.718512821432587e-05,0.000308,0.000149,4.4e-05,7.7e-05,4.246763473517214e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,59.66666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.71428571428572,59.6,0,7,5,418,298,DNP3_ENUMERATE
127.0.0.1,127.0.0.1,65476,20000,6,2026-05-12 07:26:16,0.000447,1635346.7561521253,26845.637583892614,15659.955257270693,11185.682326621923,7,5,426,305,74,56,60.85714285714285,6.401530429259451,73,56,61.0,6.752777206453653,74,56,60.91666666666666,6.550551291473277,42.90972222222222,140,100,20,1,4.063636363636363e-05,0.00013,0.0,3.826527675267328e-05,0.0004469999999999,0.00013,0.0,7.45e-05,4.653582849088789e-05,0.000364,0.000173,2.3e-05,9.100000000000002e-05,5.353503525729669e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,60.91666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.85714285714285,61.0,0,7,5,426,305,DNP3_INFO
127.0.0.1,127.0.0.1,26429,20000,6,2026-05-12 07:27:13,0.000785,931210.1910828026,15286.624203821655,8917.197452229299,6369.426751592357,7,5,426,305,74,56,60.85714285714285,6.401530429259451,73,56,61.0,6.752777206453653,74,56,60.91666666666666,6.550551291473277,42.90972222222222,140,100,20,1,7.136363636363636e-05,0.000286,0.0,7.605533001138378e-05,0.000785,0.000366,0.0,0.0001308333333333,0.0001148294629246,0.0007,0.000286,6.1e-05,0.000175,8.40922112921286e-05,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,60.91666666666666,65228,65228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.85714285714285,61.0,0,7,5,426,305,DNP3_INFO
